user,dataID,filename,Question_1_1_1,Question_1_2_1,Question_1_2_2,Question_1_3_1,Question_2_1_1,Question_2_2_1,Question_3_1_1,Question_3_2_1,Question_3_3_1,Question_4_1_1,Question_4_2_1,Question_4_3_1,Question_5_1_1,Question_5_2_1,Question_5_3_1,Question_5_4_1,Question_5_5_1,Question_6_1_1,Question_6_2_1,Question_6_3_1,Question_6_4_1,Question_6_5_1,Question_7_1_1,Question_7_2_1,Question_7_3_1,Question_8_1_1,Question_8_2_1,Question_9_1_1,work_length,message
0,83942198,Schubert_D960_mv2_8bars_1_04.wav,6,,,,5,6,6,2,5,2,6,6,2,2,7,7,7,1,6,7,1,7,6,6,7,6,7,7,80,
0,83942201,Schubert_D960_mv2_8bars_1_11.wav,6,,,,6,3,2,6,6,3,5,5,3,3,5,5,5,2,6,3,3,5,5,6,6,6,6,6,90,
0,83942203,Schubert_D960_mv2_8bars_4_12.wav,3,,,,6,5,2,6,6,2,6,6,2,2,5,5,6,6,5,5,3,4,6,6,6,3,3,6,90,
0,83942208,Schubert_D960_mv2_8bars_2_13.wav,3,,,,3,6,2,4,6,6,1,6,6,6,3,1,2,3,2,2,7,1,6,3,3,3,2,2,130,
0,83942209,Schubert_D960_mv2_8bars_Score_08.wav,2,,,,6,6,1,7,6,6,2,1,7,6,3,2,2,2,5,2,7,2,2,2,2,5,5,2,130,
0,83942211,Schubert_D960_mv2_8bars_3_04.wav,6,,,,2,2,7,1,2,2,7,2,5,5,3,3,3,6,6,6,2,6,5,5,5,6,6,6,130,
0,83942215,Schubert_D960_mv2_8bars_4_03.wav,6,,,,6,6,6,2,5,2,6,3,2,2,3,6,6,7,6,6,2,6,7,5,6,6,6,6,120,
0,83942218,Schubert_D960_mv2_8bars_1_01.wav,5,,,,5,3,6,3,5,2,6,6,2,1,6,6,6,6,6,6,2,6,6,6,6,6,7,7,130,
0,83942223,Schubert_D960_mv2_8bars_1_03.wav,5,,,,4,5,3,3,6,3,5,3,3,3,3,5,3,3,5,5,3,5,3,3,5,3,5,5,130,
0,83942227,Schubert_D960_mv2_8bars_2_06.wav,2,,,,4,5,2,3,2,6,2,2,6,6,5,3,3,2,2,2,6,2,2,2,3,6,5,3,120,
0,83942229,Schubert_D960_mv2_8bars_4_08.wav,2,,,,3,3,1,7,1,6,1,3,6,6,2,3,5,5,3,2,6,2,2,2,1,5,2,1,100,
0,83942233,Schubert_D960_mv2_8bars_2_01.wav,2,,,,2,2,3,5,6,3,5,5,5,4,3,3,4,3,5,5,4,4,5,5,4,3,4,4,110,
1,83942739,Schubert_D960_mv2_8bars_2_13.wav,1,6.0,,,5,2,2,5,2,2,2,2,5,5,2,2,2,5,2,2,5,2,2,2,2,2,1,2,45,마지막 멜로디에서 추운 겨울을 지난뒤 꽃이 피는 듯한 느낌을 받았다.
1,83942740,Schubert_D960_mv2_8bars_Score_08.wav,1,2.0,,,6,1,2,2,5,1,1,2,1,6,1,1,1,5,2,2,5,1,1,1,1,1,1,1,45,마치 슈베르트 마왕처럼 베이스라인이 말발굽 소리마냥 일정한 소리를 내다보니 더욱 음악이 풍성해지는 것 같다.
1,83942744,Schubert_D960_mv2_8bars_3_04.wav,1,2.0,,,2,6,6,2,1,1,5,5,2,2,2,2,4,5,1,5,1,3,5,5,5,2,2,2,45,베이스라인이 뚝뚝 끊기다 보니 마치 사람이 힘없이 걷는 듯한 무기력과 우울감이 느껴졌다.
1,83942751,Schubert_D960_mv2_8bars_4_03.wav,1,6.0,,,4,1,1,6,5,1,1,1,1,3,1,1,4,5,1,5,5,1,5,4,1,1,1,1,45,"마치 폭풍전야와 같이 느껴졌다. 연주가 느리지만, 폭풍 전 그 고요함처럼 더욱 숨죽이고 듣게 되었다."
1,83942758,Schubert_D960_mv2_8bars_1_01.wav,1,6.0,,,3,1,1,2,3,1,1,5,5,1,1,1,1,5,1,1,5,1,4,5,1,1,1,1,45,감정표현이 정말 잘 느껴졌다. 음원이 조금 더 있었더라면 눈물을 흘릴 정도였다.
1,83942763,Schubert_D960_mv2_8bars_1_03.wav,1,6.0,,,1,1,1,1,3,1,1,1,1,1,1,1,3,5,1,1,5,1,2,3,1,1,1,1,45,"감정을 절제하는 듯한 연주에 그 감정이 오히려 강조되게 느껴지고, 우아하게 들리는 것 같다."
1,83942767,Schubert_D960_mv2_8bars_2_06.wav,1,1.0,,,2,2,1,1,3,5,1,1,5,6,3,1,1,4,1,1,6,1,1,1,1,1,1,1,45,크레센도가 잘 느껴져 감정이 고조됨이 고스란히 전달되어 좋았다.
1,83942802,Schubert_D960_mv2_8bars_4_08.wav,1,2.0,,,3,5,3,3,3,3,3,3,2,3,3,5,2,1,3,3,2,2,3,2,3,6,6,3,45,베이스와 왼손의 조합이 잘 맞지 않는 듯한 느낌이 들었다. 
1,83942814,Schubert_D960_mv2_8bars_2_01.wav,1,2.0,,,3,5,5,5,5,2,6,5,2,2,2,5,5,5,4,5,1,4,5,6,5,6,6,5,45,감정을 표현할 수 있는 구간이 많았기에 매우 아쉬운 연주였다. 
1,83942815,Schubert_D960_mv2_8bars_5_01.wav,1,6.0,,,3,1,1,1,2,1,1,6,6,6,1,1,1,5,1,1,6,1,5,1,2,1,1,1,45,마치 상처받은 듯한 감정이 고스란히 잘 느껴졌다. 해탈 허무의 감정만이 남은 듯한 느낌이었다. 
1,83942820,Schubert_D960_mv2_8bars_5_03.wav,1,2.0,,,3,5,6,6,6,2,5,2,2,2,2,2,3,5,2,5,2,5,2,5,5,5,5,2,45,페달의 사용이 더 많았더라면 하는 아쉬움이 남는다. 음악의 여운을 느끼고 싶었다. 
1,83942822,Schubert_D960_mv2_8bars_Score_16.wav,1,1.0,,,5,5,6,1,5,2,6,1,1,1,2,2,5,5,5,5,1,3,2,6,5,5,5,3,45,베이스와 곡 분위기가 전혀 어울리지 않았다. 오히려 레가토라인에 따라 음악의 선율을 더 느꼈더라면 좋았을 것 같다. 
1,83942825,Schubert_D960_mv2_8bars_2_10.wav,1,2.0,,,6,6,3,1,3,2,6,2,2,4,5,3,6,2,5,2,2,2,2,5,5,2,2,2,45,봄바람에 꽃들이 살랑거리는 분위기가 났다. 그와 반대로 왼손의 멜로디 라인이 너무 딱딱 끊어져 들려서 조화가 좋지 않았다.
1,83942827,Schubert_D960_mv2_8bars_0_04.wav,2,,,,3,4,3,2,3,2,2,3,2,2,2,3,3,2,2,2,1,2,2,4,3,5,5,3,45,연주를 너무 서두르는 듯한 느낌이 들었다. 
1,83942828,Schubert_D960_mv2_8bars_2_05.wav,1,5.0,,,3,3,5,2,5,1,5,5,1,1,3,4,3,2,2,5,1,3,5,5,5,5,5,3,45,음악이 굉장히 밋밋하게 느껴졌다. 무엇을 이야기하고자 하는지 전혀 전달이 되지 않았다. 
1,83942829,Schubert_D960_mv2_8bars_Score_02.wav,2,,,,3,3,5,2,3,1,5,3,2,2,2,4,6,5,4,5,1,4,3,5,5,5,5,3,45,곡이 서둘리 연주 되는 것 같이 느껴져 아쉬웠다.
1,83942894,Schubert_D960_mv2_8bars_0_08.wav,1,2.0,,,2,2,1,1,3,1,1,2,1,5,2,2,3,3,1,2,6,2,2,2,3,2,2,2,45,"모든것이 좋았지만, 중간에 있는 트릴같은 부분이 매끈하지 못함에 아쉬움이 남았다."
1,83942899,Schubert_D960_mv2_8bars_4_15.wav,2,,,,3,2,1,1,2,1,2,3,1,1,1,2,2,2,3,2,3,2,2,2,2,2,2,2,45,다양한 아티큘레이션이 부족했던 것 같아 아쉬웠다.
1,83942902,Schubert_D960_mv2_8bars_Score_05.wav,2,,,,3,1,1,1,3,2,2,5,1,2,1,1,4,6,1,6,6,1,5,5,5,1,1,2,45,곡의 마무리가 되는 듯한 느낌을 받았다.
1,83942910,Schubert_D960_mv2_8bars_5_16.wav,2,,,,5,2,1,6,4,1,1,3,1,2,2,2,6,5,1,5,5,1,2,5,5,1,1,2,45,한바탕 폭풍우 같은 연주가 끝난 후 곡의 마무리 단계에 이른 것 같은 느낌이 들었다. 
1,83942916,Schubert_D960_mv2_8bars_0_02.wav,2,,,,5,2,1,1,2,2,2,2,2,2,2,3,6,5,2,5,5,1,2,5,5,1,1,2,45,잔잔한 바다의 물결같은 기분이 들었다. 
1,83942920,Schubert_D960_mv2_8bars_5_02.wav,2,,,,5,2,2,2,2,2,4,2,2,2,2,2,2,5,2,2,5,2,2,5,5,2,2,2,45,지극히 그냥 평범한 연주처럼 들렸다. 어떤 특징도 없이 들렸다. 
1,83942926,Schubert_D960_mv2_8bars_0_06.wav,1,3.0,,,6,2,1,1,3,1,1,1,2,6,2,2,5,3,1,1,6,2,2,3,3,2,2,3,45,베이스라인이 계속해서 같은 음정을 치고 있기에 멜로디 라인에서 무언가 보여줬더라면 하는 아쉬움이 있었다. 
1,83942929,Schubert_D960_mv2_8bars_Score_09.wav,2,,,,3,3,1,1,3,5,2,2,2,5,2,2,2,3,1,1,6,1,2,1,2,1,1,2,45,곡이 진행됨에 따라 점점 화성이 쌓이다 보니 들을 거리가 풍부해져 재미가 있었다. 
1,83942934,Schubert_D960_mv2_8bars_5_15.wav,2,,,,5,2,1,2,2,2,2,5,1,1,1,1,4,3,1,5,1,2,3,5,5,2,2,1,45,절제된 감정이 긴장감을 고조시키는 것 같다.
1,83942938,Schubert_D960_mv2_8bars_Score_11.wav,3,,,,3,1,2,3,3,2,3,3,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,45,마지막의 여운이 더 있었으면 좋았을 것 같다. 
1,83942942,Schubert_D960_mv2_8bars_1_17.wav,1,6.0,,,5,2,1,1,3,1,1,3,3,3,3,3,4,5,2,2,2,2,2,2,2,2,2,2,45,곡의 여운을 끝까지 가져가 좋았다.
1,83942946,Schubert_D960_mv2_8bars_4_01.wav,2,,,,2,2,1,4,3,1,2,2,2,2,2,4,4,6,2,6,1,5,5,5,5,5,5,2,45,"연주가 굉장히 천천히 되었는데, 이유가 없이 그냥 억지로 천천히 연주하는 듯한 느낌을 받았다. 카세트 테이프가 늘어지듯 "
0,83943162,Schubert_D960_mv2_8bars_5_01.wav,3,,,,2,2,2,6,6,3,5,5,3,3,3,4,5,6,3,5,3,5,6,5,6,3,3,3,130,
0,83943178,Schubert_D960_mv2_8bars_5_03.wav,5,,,,2,2,1,6,6,5,2,3,6,3,2,2,3,5,2,3,6,2,3,3,4,2,2,2,130,
0,83943222,Schubert_D960_mv2_8bars_Score_16.wav,2,,,,6,6,7,1,1,2,6,3,1,2,6,6,6,5,7,6,1,7,2,6,6,6,7,7,70,
0,83943232,Schubert_D960_mv2_8bars_2_10.wav,5,,,,3,3,2,6,5,6,2,2,6,6,2,2,2,2,2,2,6,2,2,2,2,3,3,2,120,
0,83943255,Schubert_D960_mv2_8bars_0_04.wav,6,,,,5,6,6,2,2,2,6,3,5,3,5,6,5,3,5,5,2,6,5,3,3,5,6,6,140,
0,83943300,Schubert_D960_mv2_8bars_2_05.wav,3,,,,3,3,2,6,6,5,2,5,6,5,2,2,3,5,2,2,6,2,5,2,2,2,2,2,90,
0,83943320,Schubert_D960_mv2_8bars_Score_02.wav,5,,,,5,5,1,7,6,3,5,3,5,5,7,6,3,2,5,3,3,5,3,2,1,5,6,5,90,
0,83943340,Schubert_D960_mv2_8bars_0_08.wav,3,,,,3,3,1,7,2,6,2,2,6,6,2,2,2,3,2,2,5,3,2,1,1,6,3,5,90,
0,83943351,Schubert_D960_mv2_8bars_4_15.wav,7,,6.0,,1,2,2,7,6,5,3,5,5,6,3,3,2,6,3,3,6,3,5,2,2,3,2,3,90,
0,83943371,Schubert_D960_mv2_8bars_Score_05.wav,3,,,,5,6,1,7,5,3,5,5,3,3,5,4,5,3,2,3,6,2,5,2,2,3,3,4,70,
0,83943389,Schubert_D960_mv2_8bars_5_16.wav,3,,,,2,2,2,6,6,5,3,3,6,3,2,2,3,5,2,3,6,3,5,5,5,3,3,2,60,
0,83943395,Schubert_D960_mv2_8bars_0_02.wav,5,,,,2,3,6,2,2,3,5,3,5,5,6,3,3,2,5,3,3,5,5,3,3,3,5,5,90,
0,83943408,Schubert_D960_mv2_8bars_5_02.wav,5,,,,1,2,1,7,5,6,2,3,6,5,2,2,2,6,2,2,6,2,5,3,3,3,3,2,90,
0,83943461,Schubert_D960_mv2_8bars_0_06.wav,2,,,,3,3,2,7,6,6,2,2,6,7,2,2,2,3,2,2,6,2,2,1,2,6,5,2,80,
0,83943481,Schubert_D960_mv2_8bars_Score_09.wav,6,,,,5,6,2,7,2,3,3,3,6,6,7,7,2,5,6,3,2,6,2,1,1,6,6,6,70,
0,83943509,Schubert_D960_mv2_8bars_5_15.wav,6,,,,2,2,2,6,6,6,2,3,5,5,3,3,3,3,5,4,3,5,5,3,3,5,5,5,80,
0,83943545,Schubert_D960_mv2_8bars_Score_11.wav,3,,,,3,3,2,5,6,3,3,3,5,5,3,3,5,3,2,2,6,2,3,3,3,3,7,3,60,
0,83943564,Schubert_D960_mv2_8bars_1_17.wav,5,,,,1,2,1,7,6,3,3,3,5,3,3,3,5,5,3,5,5,3,3,2,3,1,2,2,150,
0,83947427,Schubert_D960_mv2_8bars_4_01.wav,6,,,,5,2,2,7,6,2,6,6,2,2,5,6,5,6,5,5,2,6,6,5,5,6,6,6,80,
0,83947429,Schubert_D960_mv2_8bars_3_03.wav,3,,,,5,5,6,2,1,3,5,3,2,2,3,6,6,6,5,6,2,7,5,6,7,6,6,7,80,
0,83947434,Schubert_D960_mv2_8bars_Score_07.wav,2,,,,5,6,2,5,6,2,2,2,3,5,6,5,5,1,6,2,5,5,2,1,2,6,6,4,80,
0,83947436,Schubert_D960_mv2_8bars_1_15.wav,3,,,,2,2,2,5,5,6,1,3,6,5,2,3,2,4,2,2,6,2,5,2,1,2,2,2,90,
0,83947441,Schubert_D960_mv2_8bars_2_07.wav,2,,,,3,2,2,6,1,6,1,1,6,6,2,2,2,3,2,1,7,2,1,1,2,2,3,2,70,
0,83947444,Schubert_D960_mv2_8bars_3_02.wav,5,,,,2,2,6,0,2,3,6,4,6,6,6,3,2,6,5,3,5,3,3,2,1,3,3,6,90,
0,83947448,Schubert_D960_mv2_8bars_4_06.wav,6,,,,2,2,2,6,5,3,5,3,2,3,5,5,6,6,5,6,2,6,3,5,6,6,6,5,90,
0,83947452,Schubert_D960_mv2_8bars_2_15.wav,3,,,,2,2,1,6,6,6,2,3,6,5,2,1,2,4,2,2,6,2,5,2,2,2,2,2,90,
0,83947457,Schubert_D960_mv2_8bars_Score_17.wav,2,,,,5,6,7,1,1,1,7,3,1,2,6,7,7,6,7,7,1,7,7,7,7,7,7,7,100,
0,83947461,Schubert_D960_mv2_8bars_Score_04.wav,3,,,,5,5,1,5,6,2,6,3,3,3,7,7,6,2,6,5,2,6,3,1,2,6,6,6,90,
0,83947463,Schubert_D960_mv2_8bars_0_09.wav,3,,,,2,2,1,6,2,6,1,2,6,6,1,1,1,3,2,1,6,1,2,2,2,5,4,1,39,
1,83947520,Schubert_D960_mv2_8bars_3_03.wav,1,6.0,,,5,5,6,3,3,1,1,4,1,1,1,4,4,6,5,5,1,3,6,5,5,5,5,3,45,고요한 분위기를 더 이어갈 수 있게끔 페달 사용을 더 했더라면 하는 아쉬움이 남는다.
1,83947522,Schubert_D960_mv2_8bars_Score_07.wav,1,1.0,,,2,3,3,5,3,5,1,1,1,6,5,2,2,2,2,1,3,2,1,2,3,2,2,3,45,"멜로디가 좋고 베이스가 계속 움직임으로서 활기차 보이긴 하지만, 이 음악이 무엇을 상징하는지는 아무것도 느껴지지 않았다."
1,83947525,Schubert_D960_mv2_8bars_1_15.wav,3,,,,3,3,2,2,4,1,5,5,1,1,2,3,5,5,1,5,2,3,5,5,5,5,5,3,45,"페달을 사용하지만, 굉장히 평범한 음악으로 들렸다."
1,83947529,Schubert_D960_mv2_8bars_2_07.wav,2,,,,2,1,1,1,4,6,1,1,6,6,2,1,3,4,1,1,6,1,1,1,1,1,1,1,45,밝은 감정의 분위기가 다 느껴져 중간에 나온 이상한 우라까이 화음도 신경쓰지 않고 들을 수 있었다.
1,83947532,Schubert_D960_mv2_8bars_3_02.wav,2,,,,3,3,6,1,1,1,6,6,1,1,5,5,5,5,5,5,1,5,5,6,5,5,6,2,45,감정을 더 실어 연주했더라면 좋았을 것 같다.
1,83947534,Schubert_D960_mv2_8bars_4_06.wav,3,,,,2,5,3,2,3,2,4,4,2,2,4,3,4,4,5,5,1,2,5,5,5,6,6,4,45,베이스가 계속 움직임에도 평범하게 들렸다.
1,83947542,Schubert_D960_mv2_8bars_2_15.wav,2,,,,5,5,5,5,4,2,5,5,2,2,3,3,4,5,4,5,1,5,4,4,5,5,5,3,45,"흐름이 없이 느껴졌고, 템포가 일정하지 않게 들렸다."
1,83947547,Schubert_D960_mv2_8bars_Score_17.wav,3,,,,5,5,7,4,4,1,6,5,1,1,5,5,5,6,5,6,1,5,6,6,5,6,6,5,45,지극히 평범하고 정적으로 느껴졌다.
1,83947549,Schubert_D960_mv2_8bars_Score_04.wav,5,,,,6,4,6,4,5,1,6,5,1,1,5,5,5,6,5,5,1,4,5,6,6,6,6,5,45,"음악이 풍부하지 않고, 평범하고 정적으로 들렸다. "
1,83947552,Schubert_D960_mv2_8bars_0_09.wav,1,6.0,,,2,2,3,2,4,6,1,2,5,5,2,2,3,3,3,1,5,2,2,2,3,3,3,3,45,감정표현이 좋게 들렸다.
1,83947555,Schubert_D960_mv2_8bars_4_17.wav,3,,,,3,3,6,4,4,2,5,5,2,2,4,5,5,5,3,6,1,2,5,5,5,5,5,3,45,마무리가 좋았던 것 같다.
1,83947558,Schubert_D960_mv2_8bars_1_12.wav,3,,,,6,5,6,5,4,3,5,4,2,2,5,6,5,5,5,5,4,6,4,5,5,5,5,3,45,베이스 소리와 멜로디 라인이 겹쳐서 굉장히 거슬리게 들렸다.
1,83947563,Schubert_D960_mv2_8bars_Score_12.wav,5,,,,5,5,5,4,4,1,6,5,3,1,5,6,6,5,5,6,1,6,5,6,6,6,6,2,45,베이스 소리와 멜로디 라인이 부딪혀 거슬리게 들린다.
1,83947566,Schubert_D960_mv2_8bars_5_12.wav,3,,,,5,5,5,5,5,2,5,5,1,2,3,5,5,5,5,5,1,5,5,5,5,6,6,2,45,"앞의 두 멜로디보다는 조화가 조금은 맞아가지만, 베이스라인과 멜로디라인이 서로 부딪혀 집중을 깨기도 한다."
1,83947569,Schubert_D960_mv2_8bars_0_12.wav,3,,,,6,5,7,4,4,1,6,6,1,1,6,5,5,5,4,5,1,5,6,6,5,3,5,2,45,페달을 사용하지 않아 음정과 음정 사이의 여백이 생겨 집중도를 떨어트리는 것 같다.
1,83947572,Schubert_D960_mv2_8bars_3_08.wav,1,3.0,,,2,1,3,2,4,6,1,2,2,6,2,3,3,4,1,1,6,2,2,2,3,2,2,3,45,조화가 잘 이루어진 것 같다.
1,83947574,Schubert_D960_mv2_8bars_4_02.wav,4,,,,2,2,1,3,3,2,3,3,2,3,3,2,5,5,2,2,4,2,3,3,3,2,2,3,45,신비롭고 몽상적인 분위기가 느껴졌다.
1,83947578,Schubert_D960_mv2_8bars_2_17.wav,1,6.0,,,5,1,1,1,3,1,2,3,3,3,3,3,3,3,3,3,3,2,5,5,5,5,5,3,45,감정표현이 굉장히 좋았다.
4,83947596,Schubert_D960_mv2_8bars_1_11.wav,6,,,,2,6,3,6,6,2,6,7,2,1,5,7,6,1,2,5,2,6,7,6,6,5,6,6,60,
4,83947604,Schubert_D960_mv2_8bars_4_12.wav,2,,,,2,5,3,2,2,2,3,6,2,5,3,3,6,5,6,2,5,2,6,3,3,3,3,3,75,
4,83947609,Schubert_D960_mv2_8bars_2_13.wav,1,6.0,,,2,6,3,2,2,6,2,3,5,6,1,2,2,5,6,2,7,2,3,2,3,2,2,2,60,
4,83947615,Schubert_D960_mv2_8bars_Score_08.wav,1,1.0,,,3,3,2,6,5,5,3,2,6,6,6,3,3,4,6,6,3,3,2,2,2,5,5,3,45,
4,83947623,Schubert_D960_mv2_8bars_3_04.wav,6,,,,6,7,7,1,1,1,7,6,2,2,7,6,6,6,7,7,1,7,6,6,4,7,7,7,45,
4,83947628,Schubert_D960_mv2_8bars_4_03.wav,2,,,,1,2,5,2,2,2,3,2,2,3,2,2,6,7,2,3,3,2,2,3,5,3,3,2,45,
1,83947688,Schubert_D960_mv2_8bars_3_05.wav,2,,,,2,2,1,5,4,2,2,5,1,1,2,2,5,5,2,5,6,1,5,2,2,2,2,2,45,"빠르거나 크지 않지만, 힘이 느껴지는 연주였다."
1,83947698,Schubert_D960_mv2_8bars_2_12.wav,2,,,,5,5,2,2,3,2,1,3,2,2,2,2,4,5,2,2,6,2,5,5,5,2,2,2,45,음악이 우울하고 슬픈 감정이 느껴졌다.
1,83947704,Schubert_D960_mv2_8bars_4_09.wav,1,7.0,,,5,1,2,2,3,2,2,2,1,6,2,2,4,3,1,1,6,1,2,2,2,1,1,2,45,크레센도와 같은 음악요소들이 잘 느껴져 듣는 재미가 있었다.
1,83947718,Schubert_D960_mv2_8bars_1_06.wav,1,6.0,,,4,2,1,1,3,6,1,2,5,5,1,1,4,3,1,1,6,2,1,2,3,1,1,2,45,"너무 오바되지도, 답답하지도 않고 좋은 감정표현이었다."
4,83947737,Schubert_D960_mv2_8bars_1_01.wav,5,,,,3,2,3,5,3,2,6,6,3,3,6,7,6,6,6,5,2,6,6,6,6,5,6,6,60,
4,83947741,Schubert_D960_mv2_8bars_1_03.wav,2,,,,5,6,5,2,2,6,2,2,6,5,3,2,2,5,6,2,5,2,2,3,3,2,2,2,45,
4,83947744,Schubert_D960_mv2_8bars_2_06.wav,1,2.0,,,6,6,6,1,1,2,3,2,5,6,6,5,3,4,6,1,5,3,2,2,2,5,5,3,75,
1,83947745,Schubert_D960_mv2_8bars_1_13.wav,2,,,,6,5,3,3,2,1,6,2,1,1,2,3,3,3,3,3,1,2,1,6,6,1,6,2,45,터트려주기를 기다리다가 음악이 끝나버려 아쉬움이 남는다.
4,83947748,Schubert_D960_mv2_8bars_4_08.wav,6,,,,2,7,2,6,5,5,2,2,5,5,3,3,3,7,2,2,5,2,2,2,3,5,2,3,60,
1,83947749,Schubert_D960_mv2_8bars_3_10.wav,3,,,,1,1,1,1,3,6,1,1,1,6,1,2,2,2,2,1,4,1,1,2,2,1,1,2,45,"초반에 쓰던 페달을 이어갔더라면 더 좋았을 것 같고, 활기찬 분위기와 연주가 잘 어울렸다."
1,83947753,Schubert_D960_mv2_8bars_0_15.wav,2,,,,6,2,2,2,4,2,2,3,1,4,2,2,3,5,1,2,6,1,2,3,1,1,2,2,45,굉장히 부드러웠다. 느린 연주지만 쳐지지 않고 온화함만이 남았다.
4,83947754,Schubert_D960_mv2_8bars_2_01.wav,2,,,,2,6,3,2,2,6,2,6,6,6,2,2,2,5,2,2,6,2,6,3,3,1,2,1,45,
1,83947759,Schubert_D960_mv2_8bars_5_14.wav,2,,,,6,1,2,2,3,2,1,2,1,1,2,1,4,5,1,2,5,2,2,6,2,2,2,2,45,에너지는 적게 느껴지지만 압도적인 분위기가 묻어났다. 음악이 굉장히 부드러웠다.
4,83947760,Schubert_D960_mv2_8bars_5_01.wav,7,,2.0,,2,5,2,6,6,2,3,6,6,6,3,3,3,7,3,6,5,3,6,3,5,2,3,3,60,
1,83947764,Schubert_D960_mv2_8bars_3_17.wav,1,6.0,,,2,1,2,1,3,1,1,2,1,2,1,1,3,5,1,1,6,2,2,2,2,1,1,2,45,마치 슈베르트의 아베마리아가 생각났다. 그만큼 경건하면서 우아한 듯한 모든 기도를 끝낸 후 신에게 아멘을 부르는 듯한 고요함이 좋았다.
4,83947768,Schubert_D960_mv2_8bars_5_03.wav,5,,,,3,7,1,6,6,6,2,2,5,6,2,2,2,6,2,2,6,2,2,2,3,2,2,2,45,
4,83947771,Schubert_D960_mv2_8bars_Score_16.wav,1,1.0,,,7,1,7,1,1,1,7,3,1,1,7,7,7,4,7,7,1,7,3,7,7,7,7,7,45,
1,83947775,Schubert_D960_mv2_8bars_Score_06.wav,1,6.0,,,2,2,1,1,4,1,1,2,1,2,2,2,3,3,2,2,2,2,2,3,2,6,6,2,45,"페달을 사용하여 음악의 여운은 갖고 갔지만, 음악을 표현하는 음악성에 있어서는 굉장히 아쉽다."
4,83947778,Schubert_D960_mv2_8bars_2_10.wav,1,3.0,,,5,6,3,3,3,3,3,2,2,3,6,6,6,3,5,2,2,5,2,3,2,6,6,6,45,
1,83947780,Schubert_D960_mv2_8bars_5_04.wav,2,,,,2,2,1,2,3,1,1,6,2,1,2,3,3,5,1,6,1,2,5,5,5,3,5,3,45,베이스가 나올 땐 멜로디 라인에 화답을 하듯 왼손과 오른손이 대화를 하듯 연주를 했더라면 더 좋았을 것 같다.
4,83947782,Schubert_D960_mv2_8bars_0_04.wav,7,,2.0,,1,5,3,5,3,5,3,5,6,5,6,3,2,2,6,3,5,3,5,2,2,5,5,5,60,
1,83947785,Schubert_D960_mv2_8bars_Score_13.wav,1,6.0,,,5,5,2,2,3,1,6,5,1,1,4,5,4,5,5,5,1,4,5,5,5,5,5,2,45,음악이 평범하고 밋밋하게 느껴졌다.
1,83947790,Schubert_D960_mv2_8bars_0_17.wav,1,6.0,,,6,1,1,6,3,1,1,2,1,1,1,2,5,5,1,5,6,1,1,3,3,1,1,2,45,페달이 풍부해 부드럽게 들렸다. 마무리가 조화를 잘 이루는 것 같았다.
1,83947794,Schubert_D960_mv2_8bars_0_10.wav,1,6.0,,,3,1,3,1,2,6,2,2,2,2,3,3,3,2,3,2,2,4,2,2,2,3,2,2,45,"중간중간 페달을 밟지 않은 듯한 소리가 들렸는데, 페달을 밟지 않을 때에는 밟지 않음에 있어서 이유가 분명히 나타날 수 있는 음악표현을 했어야 했는데 그런 점이 없어 실수로 밟은 건지 의도한건지 모르게 들렸다."
1,83947800,Schubert_D960_mv2_8bars_0_11.wav,1,6.0,,,2,1,1,1,3,1,4,2,2,2,2,3,3,2,2,3,2,3,2,3,3,2,2,3,45,"멜로디 자체는 다채롭고 활기찬데, 연주자체는 밋밋하게 들렸다. 더욱 아티큘레이션을 생각하며 연주했더라면 좋았을 것 같다."
1,83947806,Schubert_D960_mv2_8bars_3_14.wav,1,6.0,,,3,3,5,3,3,1,1,2,1,1,2,4,4,4,2,4,2,3,3,5,5,3,3,2,45,페달을 사용함으로서 여운을 줬더라면 음악이 더욱 좋았을 것 같다.
1,83947809,Schubert_D960_mv2_8bars_0_05.wav,6,,,,2,3,2,2,3,2,2,3,1,2,2,4,4,2,2,3,2,4,2,3,3,3,3,2,45,"처음에 베이스의 라인이 굉장히 급하게 느껴졌고, 박자를 멋대로 치는 듯이 들렸다. "
1,83947812,Schubert_D960_mv2_8bars_Score_14.wav,1,6.0,,,3,1,1,1,3,1,1,3,2,2,2,2,3,3,1,3,2,2,3,3,3,2,2,2,45,"흠 잡을 곳 없었지만, 음악이 굉장히 밋밋하게 들려 재미가 없이 들린다. "
1,83947813,Schubert_D960_mv2_8bars_2_04.wav,3,,,,3,3,1,1,2,6,1,2,1,2,2,2,2,6,1,2,6,2,2,2,2,2,2,1,45,감정표현이 잘 전달되는 것 같다. 음악이 영화의 한 장면을 보여주는 듯한 느낌을 받았다.
1,83947815,Schubert_D960_mv2_8bars_5_17.wav,2,,,,2,2,1,1,3,1,1,2,2,2,1,2,3,6,1,4,6,1,2,2,2,1,1,1,45,음악성이 굉장히 좋았다.  풍부한 페달로 음악의 여운까지 느낄 수 있어 정말 좋았다. 
1,83947816,Schubert_D960_mv2_8bars_3_09.wav,4,,,,1,2,3,1,3,2,2,3,2,6,5,2,3,2,2,2,2,2,2,2,2,2,2,2,45,연주를 서두르는 듯한 느낌이 들었다. 감정 표현을 조금 더 했더라면 하는 아쉬움이 남는다.
